Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,TISSUE,Avg_Spot_Len (run),Mbases (run),Mbytes (run),Raw_reads (run)
SRR6123121,WGS,50,303582350,PRJNA408137,SAMN07675574,Plant,108900270,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_273,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235737,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00079,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_273,SRP119212,leaf,50,255,177,6071647
SRR6123122,WGS,50,243560450,PRJNA408137,SAMN07675601,Plant,86762356,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_397,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235736,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00106,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_397,SRP119212,leaf,50,224,142,4871209
SRR6123123,WGS,50,191940900,PRJNA408137,SAMN07675600,Plant,68595013,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_396,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235735,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00105,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_396,SRP119212,leaf,50,191,112,3838818
SRR6123124,WGS,50,183964800,PRJNA408137,SAMN07675603,Plant,65754827,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_401,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235734,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00108,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_401,SRP119212,leaf,50,249,108,3679296
SRR6123125,WGS,50,209453850,PRJNA408137,SAMN07675602,Plant,74766404,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_398,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235733,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00107,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_398,SRP119212,leaf,50,214,122,5616019
SRR6123126,WGS,50,209722750,PRJNA408137,SAMN07675597,Plant,74966636,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_372,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235732,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00102,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_372,SRP119212,leaf,50,204,122,4194455
SRR6123127,WGS,50,219895750,PRJNA408137,SAMN07675596,Plant,78382167,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_365,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235731,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00101,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_365,SRP119212,leaf,50,194,128,4397915
SRR6123128,WGS,50,208191450,PRJNA408137,SAMN07675599,Plant,74307817,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_387,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235730,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00104,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_387,SRP119212,leaf,50,237,122,4163829
SRR6123129,WGS,50,244069300,PRJNA408137,SAMN07675598,Plant,86691595,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_373,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235729,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00103,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_373,SRP119212,leaf,50,258,141,4881386
SRR6123130,WGS,50,187300150,PRJNA408137,SAMN07675605,Plant,66966759,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_406,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235728,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00110,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_406,SRP119212,leaf,50,196,109,3746003
SRR6123131,WGS,50,224502000,PRJNA408137,SAMN07675604,Plant,79724581,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_403,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235727,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00109,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_403,SRP119212,leaf,50,212,130,4490040
SRR6123132,WGS,50,196709500,PRJNA408137,SAMN07675539,Plant,73353068,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_122,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235726,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00044,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_122,SRP119212,leaf,50,237,119,3934190
SRR6123133,WGS,50,248094150,PRJNA408137,SAMN07675538,Plant,96367964,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_119,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235725,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00043,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_119,SRP119212,leaf,50,241,155,4961883
SRR6123134,WGS,50,215696700,PRJNA408137,SAMN07675537,Plant,77512196,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_117,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235724,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00042,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_117,SRP119212,leaf,50,243,126,4313934
SRR6123135,WGS,50,240967550,PRJNA408137,SAMN07675536,Plant,86232489,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_116,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235723,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00041,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_116,SRP119212,leaf,50,204,139,4819351
SRR6123136,WGS,50,229158900,PRJNA408137,SAMN07675543,Plant,82307592,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_128,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235722,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00048,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_128,SRP119212,leaf,50,220,134,4583178
SRR6123137,WGS,50,295903000,PRJNA408137,SAMN07675542,Plant,106176462,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_126,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235721,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00047,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_126,SRP119212,leaf,50,246,172,5918060
SRR6123138,WGS,50,266924750,PRJNA408137,SAMN07675541,Plant,95628353,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_124,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235720,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00046,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_124,SRP119212,leaf,50,239,155,5338495
SRR6123139,WGS,50,227133850,PRJNA408137,SAMN07675540,Plant,81531612,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_123,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235719,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00045,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_123,SRP119212,leaf,50,262,132,4542677
SRR6123140,WGS,50,313404100,PRJNA408137,SAMN07675575,Plant,112396950,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_274,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235718,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00080,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_274,SRP119212,leaf,50,239,182,6268082
SRR6123141,WGS,50,297114850,PRJNA408137,SAMN07675545,Plant,107125602,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_171,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235717,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00050,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_171,SRP119212,leaf,50,201,171,5942297
SRR6123142,WGS,50,297951650,PRJNA408137,SAMN07675544,Plant,106837050,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_131,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235716,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00049,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_131,SRP119212,leaf,50,253,173,5959033
SRR6123143,WGS,50,206440450,PRJNA408137,SAMN07675646,Plant,73659619,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_500,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235715,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00151,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_500,SRP119212,leaf,50,196,120,4128809
SRR6123144,WGS,50,192030700,PRJNA408137,SAMN07675647,Plant,68565756,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_502,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235714,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00152,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_502,SRP119212,leaf,50,209,112,3840614
SRR6123145,WGS,50,204491450,PRJNA408137,SAMN07675648,Plant,73358618,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_505,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235713,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00153,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_505,SRP119212,leaf,50,577,120,4089829
SRR6123146,WGS,50,565351450,PRJNA408137,SAMN07675649,Plant,201783461,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_509,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235712,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00154,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_509,SRP119212,leaf,50,190,328,11307029
SRR6123147,WGS,50,189193800,PRJNA408137,SAMN07675650,Plant,67653450,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_510,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235711,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00155,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_510,SRP119212,leaf,50,179,111,4508769
SRR6123148,WGS,50,177676450,PRJNA408137,SAMN07675653,Plant,63513531,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_522,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235710,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00156,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_522,SRP119212,leaf,50,181,104,3553529
SRR6123149,WGS,50,185932950,PRJNA408137,SAMN07675651,Plant,66823740,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_513,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235709,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00157,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_513,SRP119212,leaf,50,157,109,3718659
SRR6123150,WGS,50,175645450,PRJNA408137,SAMN07675652,Plant,62631171,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_514,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235708,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00158,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_514,SRP119212,leaf,50,595,103,3512909
SRR6123151,WGS,50,154404600,PRJNA408137,SAMN07675654,Plant,55552845,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_523,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235707,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00159,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_523,SRP119212,leaf,50,624,91,3088092
SRR6123152,WGS,50,582987300,PRJNA408137,SAMN07675655,Plant,208302321,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_525,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235706,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00160,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_525,SRP119212,leaf,50,752,337,11659746
SRR6123153,WGS,50,236436550,PRJNA408137,SAMN07675532,Plant,84744524,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_088,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235705,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00037,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_088,SRP119212,leaf,50,262,138,4728731
SRR6123154,WGS,50,232202400,PRJNA408137,SAMN07675533,Plant,83457105,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_090,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235704,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00038,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_090,SRP119212,leaf,50,233,135,4644048
SRR6123155,WGS,50,256537200,PRJNA408137,SAMN07675526,Plant,91618572,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_074,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235703,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00031,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_074,SRP119212,leaf,50,251,150,5130744
SRR6123156,WGS,50,248800650,PRJNA408137,SAMN07675528,Plant,89278244,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_077,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235702,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00032,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_077,SRP119212,leaf,50,201,145,4976013
SRR6123157,WGS,50,228856400,PRJNA408137,SAMN07675527,Plant,81838185,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_076,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235701,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00033,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_076,SRP119212,leaf,50,231,133,4577128
SRR6123158,WGS,50,259344400,PRJNA408137,SAMN07675529,Plant,92767782,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_079,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235700,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00034,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_079,SRP119212,leaf,50,232,151,5186888
SRR6123159,WGS,50,212503000,PRJNA408137,SAMN07675565,Plant,76705765,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_257,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235699,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00070,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_257,SRP119212,leaf,50,241,124,4250060
SRR6123160,WGS,50,278205050,PRJNA408137,SAMN07675564,Plant,100424532,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_256,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235698,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00069,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_256,SRP119212,leaf,50,192,162,5564101
SRR6123161,WGS,50,253163700,PRJNA408137,SAMN07675556,Plant,90570702,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_236,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235697,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00062,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_236,SRP119212,leaf,50,203,147,5063274
SRR6123162,WGS,50,277115450,PRJNA408137,SAMN07675555,Plant,99450256,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_234,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235696,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00061,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_234,SRP119212,leaf,50,250,162,5542309
SRR6123163,WGS,50,236150100,PRJNA408137,SAMN07675559,Plant,84530990,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_247,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235695,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00064,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_247,SRP119212,leaf,50,198,137,4723002
SRR6123164,WGS,50,422629300,PRJNA408137,SAMN07675557,Plant,151542232,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_238,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235694,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00063,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_238,SRP119212,leaf,50,223,246,8452586
SRR6123165,WGS,50,231853950,PRJNA408137,SAMN07675561,Plant,82913327,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_251,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235693,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00066,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_251,SRP119212,leaf,50,283,135,4637079
SRR6123166,WGS,50,205783550,PRJNA408137,SAMN07675560,Plant,74276652,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_248,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235692,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00065,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_248,SRP119212,leaf,50,376,120,4115671
SRR6123167,WGS,50,221124050,PRJNA408137,SAMN07675563,Plant,79879892,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_255,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235691,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00068,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_255,SRP119212,leaf,50,431,130,4422481
SRR6123168,WGS,50,217992500,PRJNA408137,SAMN07675562,Plant,78740899,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_254,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235690,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00067,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_254,SRP119212,leaf,50,258,127,4359850
SRR6123169,WGS,50,256861000,PRJNA408137,SAMN07675534,Plant,92260725,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_097,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235689,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00039,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_097,SRP119212,leaf,50,254,150,5137220
SRR6123170,WGS,50,234609150,PRJNA408137,SAMN07675535,Plant,84342040,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_108,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235688,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00040,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_108,SRP119212,leaf,50,265,136,4692183
SRR6123171,WGS,50,199934100,PRJNA408137,SAMN07675530,Plant,72367401,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_081,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235687,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00035,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_081,SRP119212,leaf,50,255,116,3998682
SRR6123172,WGS,50,237838900,PRJNA408137,SAMN07675531,Plant,85450449,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_086,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235686,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00036,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_086,SRP119212,leaf,50,278,139,4756778
SRR6123173,WGS,50,218363600,PRJNA408137,SAMN07675552,Plant,78651170,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_222,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235685,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00059,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_222,SRP119212,leaf,50,242,128,4367272
SRR6123174,WGS,50,368833200,PRJNA408137,SAMN07675554,Plant,132451828,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_227,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235684,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00060,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_227,SRP119212,leaf,50,228,215,7376664
SRR6123175,WGS,50,236856950,PRJNA408137,SAMN07675548,Plant,85209140,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_204,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235683,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00053,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_204,SRP119212,leaf,50,302,138,4737139
SRR6123176,WGS,50,223912600,PRJNA408137,SAMN07675549,Plant,80155449,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_205,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235682,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00054,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_205,SRP119212,leaf,50,234,130,4478252
