Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_description,Sample_ID,Sample Name,SRA Study,subgroup,TISSUE
SRR5349659,AMPLICON,500,9378500,PRJNA378971,SAMN06564663,Plant,4940935,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 473385,SRX2646078,Peru,South America,"Peru: Pisac\, Cusco area\, Peru",Illumina MiSeq,NA,MatLo_BN,PAIRED,PCR,GENOMIC,Solanum sparsipilum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BN; S. brevicaule, 473385, 4 week old plants, Immature Leaves",PI 473385,MatLo_BN,SRP102000,brevicaule spp complex,immature whole leaf
SRR5349660,AMPLICON,500,7846000,PRJNA378971,SAMN06564662,Plant,4142279,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 473305,SRX2646079,Argentina,South America,"Argentina: Piscuno\, Jujuy area\, Argentina",Illumina MiSeq,NA,MatLo_BM,PAIRED,PCR,GENOMIC,Solanum vernei,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BM; S. vernei, 473305, 4 week old plants, Immature Leaves",PI 473305,MatLo_BM,SRP102000,NA,immature whole leaf
SRR5349661,AMPLICON,500,5918500,PRJNA378971,SAMN06564661,Plant,3250568,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 473065,SRX2646080,Argentina,South America,"Argentina: El Rodeo\, Salta area\, Argentina",Illumina MiSeq,NA,MatLo_BL,PAIRED,PCR,GENOMIC,Solanum gourlayi,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BL; S. brevicaule, 473065, 4 week old plants, Immature Leaves",PI 473065,MatLo_BL,SRP102000,brevicaule spp complex,immature whole leaf
SRR5349662,AMPLICON,500,7178500,PRJNA378971,SAMN06564660,Plant,3737807,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458368,SRX2646081,Argentina,South America,"Argentina: Cuesta del Obispo\, Salta area\, Argentina",Illumina MiSeq,NA,MatLo_BK,PAIRED,PCR,GENOMIC,Solanum okadae,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BK; S. okadae, 458368, 4 week old plants, Immature Leaves",PI 458368,MatLo_BK,SRP102000,NA,immature whole leaf
SRR5349663,AMPLICON,500,7658000,PRJNA378971,SAMN06564659,Plant,3995583,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458355,SRX2646082,Argentina,South America,"Argentina: El Durazno\, Jujuy area\, Argentina",Illumina MiSeq,NA,MatLo_BJ,PAIRED,PCR,GENOMIC,Solanum microdontum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BJ; S. microdontum, 458355, 4 week old plants, Immature Leaves",PI 458355,MatLo_BJ,SRP102000,NA,immature whole leaf
SRR5349664,AMPLICON,500,6978500,PRJNA378971,SAMN06564658,Plant,3751847,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 458324,SRX2646083,Argentina,South America,"Argentina: Quebrada de Sepulturas\, Jujuy area\, Argentina",Illumina MiSeq,NA,MatLo_BI,PAIRED,PCR,GENOMIC,Solanum infundibuliforme,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BI; S. infundibuliforme, 458324, 4 week old plants, Immature Leaves",PI 458324,MatLo_BI,SRP102000,NA,immature whole leaf
SRR5349665,AMPLICON,500,8445000,PRJNA378971,SAMN06564657,Plant,4429158,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 365345,SRX2646084,Peru,South America,"Peru: Pataz\, La Libertad area\, Peru",Illumina MiSeq,NA,MatLo_BH,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BH; S. tuberosum, 365345, 4 week old plants, Immature Leaves",PI 365345,MatLo_BH,SRP102000,Andigena,immature whole leaf
SRR5349666,AMPLICON,500,8318000,PRJNA378971,SAMN06564656,Plant,4269144,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 365344,SRX2646085,Peru,South America,"Peru: Huancayo\, Junin area\, Peru",Illumina MiSeq,NA,MatLo_BG,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BG; S. tuberosum, 365344, 4 week old plants, Immature Leaves",PI 365344,MatLo_BG,SRP102000,Stenotomum,immature whole leaf
SRR5349667,AMPLICON,500,9325000,PRJNA378971,SAMN06564655,Plant,4906221,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 320355,SRX2646086,Colombia,South America,"Colombia: Guachuacal\, Narino area\, Colombia",Illumina MiSeq,NA,MatLo_BF,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BF; S. tuberosum, 320355, 4 week old plants, Immature Leaves",PI 320355,MatLo_BF,SRP102000,Phureja,immature whole leaf
SRR5349668,AMPLICON,500,6998000,PRJNA378971,SAMN06564654,Plant,3746928,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 296126,SRX2646087,Peru,South America,"Peru: Sacsahuaman\, Cusco area\, Peru",Illumina MiSeq,NA,MatLo_BE,PAIRED,PCR,GENOMIC,Solanum raphanifolium,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BE; S. raphanifolium, 296126, 4 week old plants, Immature Leaves",PI 296126,MatLo_BE,SRP102000,NA,immature whole leaf
SRR5349669,AMPLICON,500,8674000,PRJNA378971,SAMN06564653,Plant,4596259,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 292110,SRX2646088,Peru,South America,"Peru: Huanuco\, Huanuco area\, Peru",Illumina MiSeq,NA,MatLo_BD,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BD; S. tuberosum, 292110, 4 week old plants, Immature Leaves",PI 292110,MatLo_BD,SRP102000,Stenotomum,immature whole leaf
SRR5349670,AMPLICON,500,9045500,PRJNA378971,SAMN06564652,Plant,4732990,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 275139,SRX2646089,Argentina,South America,"Argentina: Between Chicoana and Escoipe\, Salta area\, Argentina",Illumina MiSeq,NA,MatLo_BC,PAIRED,PCR,GENOMIC,Solanum chacoense,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BC; S. chacoense, 275139, 4 week old plants, Immature Leaves",PI 275139,MatLo_BC,SRP102000,NA,immature whole leaf
SRR5349671,AMPLICON,500,7237000,PRJNA378971,SAMN06564651,Plant,3856846,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 265863,SRX2646090,Peru,South America,"Peru: Puno\, Peru",Illumina MiSeq,NA,MatLo_BB,PAIRED,PCR,GENOMIC,Solanum candolleanum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BB; S. candolleanum, 265863, 4 week old plants, Immature Leaves",PI 265863,MatLo_BB,SRP102000,NA,immature whole leaf
SRR5349672,AMPLICON,500,10124500,PRJNA378971,SAMN06564650,Plant,5361349,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 258885,SRX2646091,Bolivia,South America,"Bolivia: Tacacoma\, La Paz area\, Bolivia",Illumina MiSeq,NA,MatLo_BA,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_BA; S. tuberosum, 258885, 4 week old plants, Immature Leaves",PI 258885,MatLo_BA,SRP102000,Tuberosum,immature whole leaf
SRR5349673,AMPLICON,500,8482000,PRJNA378971,SAMN06564649,Plant,4556550,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 258874,SRX2646092,Bolivia,South America,"Bolivia: Oruro\, Bolivia\, Local variety ""Amajaya""",Illumina MiSeq,NA,MatLo_AZ,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AZ; S. tuberosum, 258874, 4 week old plants, Immature Leaves",PI 258874,MatLo_AZ,SRP102000,Andigena,immature whole leaf
SRR5349674,AMPLICON,500,14043500,PRJNA378971,SAMN06564648,Plant,6913013,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 245940,SRX2646093,Chile,South America,"Chile: Arica\, Zapahuira area\, Chile\, Local variety ""Pitehuica""",Illumina MiSeq,NA,MatLo_AY,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AY; S. tuberosum, 245940, 4 week old plants, Immature Leaves",PI 245940,MatLo_AY,SRP102000,Andigena,immature whole leaf
SRR5349675,AMPLICON,500,8056500,PRJNA378971,SAMN06564647,Plant,4223932,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 245847,SRX2646094,Chile,South America,"Chile: Chiloe Island\, Los Lagos area\, Chile",Illumina MiSeq,NA,MatLo_AX,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AX; S. tuberosum, 245847, 4 week old plants, Immature Leaves",PI 245847,MatLo_AX,SRP102000,Tuberosum,immature whole leaf
SRR5349676,AMPLICON,500,9985000,PRJNA378971,SAMN06564646,Plant,5065832,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 243469,SRX2646095,Peru,South America,"Peru: Abancay\, Apurimac area\, Peru",Illumina MiSeq,NA,MatLo_AW,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AW; S. tuberosum, 243469, 4 week old plants, Immature Leaves",PI 243469,MatLo_AW,SRP102000,Phureja,immature whole leaf
SRR5349677,AMPLICON,500,7880500,PRJNA378971,SAMN06564645,Plant,4162685,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 234013,SRX2646096,Bolivia,South America,"Bolivia: Donated by Ministerio de Agricultura in Cochabamba\, Local variety ""Thanta Guagua""",Illumina MiSeq,NA,MatLo_AV,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AV; S. tuberosum, 234013, 4 week old plants, Immature Leaves",PI 234013,MatLo_AV,SRP102000,Stenotomum,immature whole leaf
SRR5349678,AMPLICON,500,8273000,PRJNA378971,SAMN06564644,Plant,4441807,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 234011,SRX2646097,Bolivia,South America,"Bolivia: Donated by Ministerio de Agricultura in Cochabamba\, Local variety ""Pitu Huayacka""",Illumina MiSeq,NA,MatLo_AU,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AU; S. tuberosum, 234011, 4 week old plants, Immature Leaves",PI 234011,MatLo_AU,SRP102000,Stenotomum,immature whole leaf
SRR5349679,AMPLICON,500,15856000,PRJNA378971,SAMN06564643,Plant,7754115,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 230512,SRX2646098,Peru,South America,"Peru: Chachapoyas\, Amazonas area\, Peru",Illumina MiSeq,NA,MatLo_AT,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AT; S. tuberosum, 230512, 4 week old plants, Immature Leaves",PI 230512,MatLo_AT,SRP102000,Stenotomum,immature whole leaf
SRR5349680,AMPLICON,500,9611500,PRJNA378971,SAMN06564642,Plant,4963740,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 225710,SRX2646099,Colombia,South America,"Colombia: Munchique\, Cauca area\, Colombia",Illumina MiSeq,NA,MatLo_AS,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AS; S. tuberosum, 225710, 4 week old plants, Immature Leaves",PI 225710,MatLo_AS,SRP102000,Phureja,immature whole leaf
SRR5349681,AMPLICON,500,11378000,PRJNA378971,SAMN06564641,Plant,5792999,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 214421,SRX2646100,Peru,South America,"Peru: Huanuco\, Huanuco area\, Peru",Illumina MiSeq,NA,MatLo_AR,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AR; S. tuberosum, 214421, 4 week old plants, Immature Leaves",PI 214421,MatLo_AR,SRP102000,Andigena,immature whole leaf
SRR5349682,AMPLICON,500,9758000,PRJNA378971,SAMN06564640,Plant,5410701,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 210044,SRX2646101,Peru,South America,"Peru: Huancayo\, Junin area\, Peru",Illumina MiSeq,NA,MatLo_AQ,PAIRED,PCR,GENOMIC,Solanum candolleanum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AQ; S. candolleanum, 210044, 4 week old plants, Immature Leaves",PI 210044,MatLo_AQ,SRP102000,NA,immature whole leaf
SRR5349683,AMPLICON,500,6738000,PRJNA378971,SAMN06564639,Plant,3518871,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 195204,SRX2646102,Peru,South America,"Peru: Paucartambo\, Cusco area\, Peru",Illumina MiSeq,NA,MatLo_AP,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AP; S. tuberosum, 195204, 4 week old plants, Immature Leaves",PI 195204,MatLo_AP,SRP102000,Stenotomum,immature whole leaf
SRR5349684,AMPLICON,500,8561000,PRJNA378971,SAMN06564638,Plant,4509644,MICHIGAN STATE UNIVERSITY,public,NA,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,PI 195191,SRX2646103,Ecuador,South America,"Ecuador: Puellaro\, Pichincha area\, Ecuador",Illumina MiSeq,NA,MatLo_AO,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AO; S. tuberosum, 195191, 4 week old plants, Immature Leaves",PI 195191,MatLo_AO,SRP102000,Stenotomum,immature whole leaf
SRR5349685,AMPLICON,500,9670500,PRJNA378971,SAMN06564637,Plant,4942558,MICHIGAN STATE UNIVERSITY,public,Norland,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646104,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AN,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AN; S. tuberosum, Norland, 4 week old plants, Immature Leaves",Norland,MatLo_AN,SRP102000,Tuberosum,immature whole leaf
SRR5349686,AMPLICON,500,10148500,PRJNA378971,SAMN06564636,Plant,5282895,MICHIGAN STATE UNIVERSITY,public,Mountain Rose,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646105,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AM,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AM; S. tuberosum, Mountain Rose, 4 week old plants, Immature Leaves",Mountain Rose,MatLo_AM,SRP102000,Tuberosum,immature whole leaf
SRR5349687,AMPLICON,500,8841000,PRJNA378971,SAMN06564635,Plant,4612473,MICHIGAN STATE UNIVERSITY,public,Missaukee,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646106,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AL,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AL; S. tuberosum, Missaukee, 4 week old plants, Immature Leaves",Missaukee,MatLo_AL,SRP102000,Tuberosum,immature whole leaf
SRR5349688,AMPLICON,500,9375000,PRJNA378971,SAMN06564634,Plant,5059850,MICHIGAN STATE UNIVERSITY,public,Kennebec,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646107,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AK,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AK; S. tuberosum, Kennebec, 4 week old plants, Immature Leaves",Kennebec,MatLo_AK,SRP102000,Tuberosum,immature whole leaf
SRR5349689,AMPLICON,500,12305000,PRJNA378971,SAMN06564633,Plant,6295318,MICHIGAN STATE UNIVERSITY,public,Katahdin,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646108,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AJ,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AJ; S. tuberosum, Katahdin, 4 week old plants, Immature Leaves",Katahdin,MatLo_AJ,SRP102000,Tuberosum,immature whole leaf
SRR5349690,AMPLICON,500,5993000,PRJNA378971,SAMN06564632,Plant,3256048,MICHIGAN STATE UNIVERSITY,public,Kalkaska,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646109,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AI,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AI; S. tuberosum, Kalkaska, 4 week old plants, Immature Leaves",Kalkaska,MatLo_AI,SRP102000,Tuberosum,immature whole leaf
SRR5349691,AMPLICON,500,12064500,PRJNA378971,SAMN06564631,Plant,6021434,MICHIGAN STATE UNIVERSITY,public,Irish Cobbler,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646110,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AH,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AH; S. tuberosum, Irish Cobbler, 4 week old plants, Immature Leaves",Irish Cobbler,MatLo_AH,SRP102000,Tuberosum,immature whole leaf
SRR5349692,AMPLICON,500,7969500,PRJNA378971,SAMN06564630,Plant,4271329,MICHIGAN STATE UNIVERSITY,public,Heinz 1706 Tomato,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646111,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AG,PAIRED,PCR,GENOMIC,Solanum lycopersicum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AG; S. lycopersicum, Heinz 1706 Tomato, 4 week old plants, Immature Leaves",Heinz 1706 Tomato,MatLo_AG,SRP102000,NA,immature whole leaf
SRR5349693,AMPLICON,500,9551500,PRJNA378971,SAMN06564629,Plant,4956859,MICHIGAN STATE UNIVERSITY,public,DM,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646112,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AF,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AF; S. tuberosum, DM, 4 week old plants, Immature Leaves",DM,MatLo_AF,SRP102000,Phureja,immature whole leaf
SRR5349694,AMPLICON,500,6404500,PRJNA378971,SAMN06564628,Plant,3399081,MICHIGAN STATE UNIVERSITY,public,Garnet Chili,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646113,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AE,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AE; S. tuberosum, Garnet Chili, 4 week old plants, Immature Leaves",Garnet Chili,MatLo_AE,SRP102000,Tuberosum,immature whole leaf
SRR5349695,AMPLICON,500,5562000,PRJNA378971,SAMN06564627,Plant,2924611,MICHIGAN STATE UNIVERSITY,public,Early Rose,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646114,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AD,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AD; S. tuberosum, Early Rose, 4 week old plants, Immature Leaves",Early Rose,MatLo_AD,SRP102000,Tuberosum,immature whole leaf
SRR5349696,AMPLICON,500,7015500,PRJNA378971,SAMN06564626,Plant,3757791,MICHIGAN STATE UNIVERSITY,public,Dakota Diamond,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646115,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AC,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AC; S. tuberosum, Dakota Diamond, 4 week old plants, Immature Leaves",Dakota Diamond,MatLo_AC,SRP102000,Tuberosum,immature whole leaf
SRR5349697,AMPLICON,500,7027500,PRJNA378971,SAMN06564625,Plant,3710513,MICHIGAN STATE UNIVERSITY,public,Burbank,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646116,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AB,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AB; S. tuberosum, Burbank, 4 week old plants, Immature Leaves",Burbank,MatLo_AB,SRP102000,Tuberosum,immature whole leaf
SRR5349698,AMPLICON,500,9387000,PRJNA378971,SAMN06564624,Plant,4875859,MICHIGAN STATE UNIVERSITY,public,Atlantic,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",juvenile,no,SRX2646117,USA,North America,USA: breeding program (in vitro clone),Illumina MiSeq,NA,MatLo_AA,PAIRED,PCR,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-20T00:00:00Z,"MatLo_AA; S. tuberosum, Atlantic, 4 week old plants, Immature Leaves",Atlantic,MatLo_AA,SRP102000,Tuberosum,immature whole leaf
